Unicode,UTF-8,Description
U+1F945,🥅,goal net
U+1F947,🥇,1st place medal
U+1F948,🥈,2nd place medal
U+1F949,🥉,3rd place medal
U+1F94A,🥊,boxing glove
U+1F94B,🥋,martial arts uniform
U+1F94C,🥌,curling stone
U+1F94D,🥍,lacrosse
U+1F94E,🥎,softball
U+1F94F,🥏,flying disc
U+1F950,🥐,croissant
U+1F951,🥑,avocado
U+1F952,🥒,cucumber
U+1F953,🥓,bacon
U+1F954,🥔,potato
U+1F955,🥕,carrot
U+1F956,🥖,baguette bread
U+1F957,🥗,green salad
U+1F958,🥘,shallow pan of food
U+1F959,🥙,stuffed flatbread
U+1F95A,🥚,egg
U+1F95B,🥛,glass of milk
U+1F95C,🥜,peanuts
U+1F95D,🥝,kiwi fruit
U+1F95E,🥞,pancakes
U+1F95F,🥟,dumpling
U+1F960,🥠,fortune cookie
U+1F961,🥡,takeout box
U+1F962,🥢,chopsticks
U+1F963,🥣,bowl with spoon
U+1F964,🥤,cup with straw
U+1F965,🥥,coconut
U+1F966,🥦,broccoli
U+1F967,🥧,pie
U+1F968,🥨,pretzel
U+1F969,🥩,cut of meat
U+1F96A,🥪,sandwich
U+1F96B,🥫,canned food
U+1F96C,🥬,leafy green
U+1F96D,🥭,mango
U+1F96E,🥮,moon cake
U+1F96F,🥯,bagel
U+1F970,🥰,smiling face with 3 hearts
U+1F973,🥳,partying face
U+1F974,🥴,woozy face
U+1F975,🥵,hot face
U+1F976,🥶,cold face
U+1F97A,🥺,pleading face
U+1F97C,🥼,lab coat
U+1F97D,🥽,goggles
U+1F97E,🥾,hiking boot
U+1F97F,🥿,flat shoe
U+1F980,🦀,crab
U+1F981,🦁,lion face
U+1F982,🦂,scorpion
U+1F983,🦃,turkey
U+1F984,🦄,unicorn face
U+1F985,🦅,eagle
U+1F986,🦆,duck
U+1F987,🦇,bat
U+1F988,🦈,shark
U+1F989,🦉,owl
U+1F98A,🦊,fox face
U+1F98B,🦋,butterfly
U+1F98C,🦌,deer
U+1F98D,🦍,gorilla
U+1F98E,🦎,lizard
U+1F98F,🦏,rhinoceros
U+1F990,🦐,shrimp
U+1F991,🦑,squid
U+1F992,🦒,giraffe
U+1F993,🦓,zebra
U+1F994,🦔,hedgehog
U+1F995,🦕,sauropod
U+1F996,🦖,T-Rex
U+1F997,🦗,cricket
U+1F998,🦘,kangaroo
U+1F999,🦙,llama
U+1F99A,🦚,peacock
U+1F99B,🦛,hippopotamus
U+1F99C,🦜,parrot
U+1F99D,🦝,raccoon
U+1F99E,🦞,lobster
U+1F99F,🦟,mosquito
U+1F9A0,🦠,microbe
U+1F9A1,🦡,badger
U+1F9A2,🦢,swan
U+1F9B0,🦰,red hair
U+1F9B1,🦱,curly hair
U+1F9B2,🦲,bald
U+1F9B3,🦳,white hair
U+1F9B4,🦴,bone
U+1F9B5,🦵,leg
U+1F9B5 U+1F3FB,🦵🏻,leg; light skin tone
U+1F9B5 U+1F3FC,🦵🏼,leg; medium-light skin tone
U+1F9B5 U+1F3FD,🦵🏽,leg; medium skin tone
U+1F9B5 U+1F3FE,🦵🏾,leg; medium-dark skin tone
U+1F9B5 U+1F3FF,🦵🏿,leg; dark skin tone
U+1F9B6,🦶,foot
U+1F9B6 U+1F3FB,🦶🏻,foot; light skin tone
U+1F9B6 U+1F3FC,🦶🏼,foot; medium-light skin tone
U+1F9B6 U+1F3FD,🦶🏽,foot; medium skin tone
U+1F9B6 U+1F3FE,🦶🏾,foot; medium-dark skin tone
U+1F9B6 U+1F3FF,🦶🏿,foot; dark skin tone
U+1F9B7,🦷,tooth
U+1F9B8,🦸,superhero
U+1F9B8 U+1F3FB,🦸🏻,superhero; light skin tone
U+1F9B8 U+1F3FB U+200D U+2640 U+FE0F,🦸🏻‍♀️,woman superhero; light skin tone
U+1F9B8 U+1F3FB U+200D U+2642 U+FE0F,🦸🏻‍♂️,man superhero; light skin tone
U+1F9B8 U+1F3FC,🦸🏼,superhero; medium-light skin tone
U+1F9B8 U+1F3FC U+200D U+2640 U+FE0F,🦸🏼‍♀️,woman superhero; medium-light skin tone
U+1F9B8 U+1F3FC U+200D U+2642 U+FE0F,🦸🏼‍♂️,man superhero; medium-light skin tone
U+1F9B8 U+1F3FD,🦸🏽,superhero; medium skin tone
U+1F9B8 U+1F3FD U+200D U+2640 U+FE0F,🦸🏽‍♀️,woman superhero; medium skin tone
U+1F9B8 U+1F3FD U+200D U+2642 U+FE0F,🦸🏽‍♂️,man superhero; medium skin tone
U+1F9B8 U+1F3FE,🦸🏾,superhero; medium-dark skin tone
U+1F9B8 U+1F3FE U+200D U+2640 U+FE0F,🦸🏾‍♀️,woman superhero; medium-dark skin tone
U+1F9B8 U+1F3FE U+200D U+2642 U+FE0F,🦸🏾‍♂️,man superhero; medium-dark skin tone
U+1F9B8 U+1F3FF,🦸🏿,superhero; dark skin tone
U+1F9B8 U+1F3FF U+200D U+2640 U+FE0F,🦸🏿‍♀️,woman superhero; dark skin tone
U+1F9B8 U+1F3FF U+200D U+2642 U+FE0F,🦸🏿‍♂️,man superhero; dark skin tone
U+1F9B8 U+200D U+2640 U+FE0F,🦸‍♀️,woman superhero
U+1F9B8 U+200D U+2642 U+FE0F,🦸‍♂️,man superhero
U+1F9B9,🦹,supervillain
U+1F9B9 U+1F3FB,🦹🏻,supervillain; light skin tone
U+1F9B9 U+1F3FB U+200D U+2640 U+FE0F,🦹🏻‍♀️,woman supervillain; light skin tone
U+1F9B9 U+1F3FB U+200D U+2642 U+FE0F,🦹🏻‍♂️,man supervillain; light skin tone
U+1F9B9 U+1F3FC,🦹🏼,supervillain; medium-light skin tone
U+1F9B9 U+1F3FC U+200D U+2640 U+FE0F,🦹🏼‍♀️,woman supervillain; medium-light skin tone
U+1F9B9 U+1F3FC U+200D U+2642 U+FE0F,🦹🏼‍♂️,man supervillain; medium-light skin tone
U+1F9B9 U+1F3FD,🦹🏽,supervillain; medium skin tone
U+1F9B9 U+1F3FD U+200D U+2640 U+FE0F,🦹🏽‍♀️,woman supervillain; medium skin tone
U+1F9B9 U+1F3FD U+200D U+2642 U+FE0F,🦹🏽‍♂️,man supervillain; medium skin tone
U+1F9B9 U+1F3FE,🦹🏾,supervillain; medium-dark skin tone
U+1F9B9 U+1F3FE U+200D U+2640 U+FE0F,🦹🏾‍♀️,woman supervillain; medium-dark skin tone
U+1F9B9 U+1F3FE U+200D U+2642 U+FE0F,🦹🏾‍♂️,man supervillain; medium-dark skin tone
U+1F9B9 U+1F3FF,🦹🏿,supervillain; dark skin tone
U+1F9B9 U+1F3FF U+200D U+2640 U+FE0F,🦹🏿‍♀️,woman supervillain; dark skin tone
U+1F9B9 U+1F3FF U+200D U+2642 U+FE0F,🦹🏿‍♂️,man supervillain; dark skin tone
U+1F9B9 U+200D U+2640 U+FE0F,🦹‍♀️,woman supervillain
U+1F9B9 U+200D U+2642 U+FE0F,🦹‍♂️,man supervillain
U+1F9C0,🧀,cheese wedge
U+1F9C1,🧁,cupcake
U+1F9C2,🧂,salt
U+1F9D0,🧐,face with monocle
U+1F9D1,🧑,person
U+1F9D1 U+1F3FB,🧑🏻,person; light skin tone
U+1F9D1 U+1F3FC,🧑🏼,person; medium-light skin tone
U+1F9D1 U+1F3FD,🧑🏽,person; medium skin tone
U+1F9D1 U+1F3FE,🧑🏾,person; medium-dark skin tone
U+1F9D1 U+1F3FF,🧑🏿,person; dark skin tone
U+1F9D2,🧒,child
U+1F9D2 U+1F3FB,🧒🏻,child; light skin tone
U+1F9D2 U+1F3FC,🧒🏼,child; medium-light skin tone
U+1F9D2 U+1F3FD,🧒🏽,child; medium skin tone
U+1F9D2 U+1F3FE,🧒🏾,child; medium-dark skin tone
U+1F9D2 U+1F3FF,🧒🏿,child; dark skin tone
U+1F9D3,🧓,older person
U+1F9D3 U+1F3FB,🧓🏻,older person; light skin tone
U+1F9D3 U+1F3FC,🧓🏼,older person; medium-light skin tone
U+1F9D3 U+1F3FD,🧓🏽,older person; medium skin tone
U+1F9D3 U+1F3FE,🧓🏾,older person; medium-dark skin tone
U+1F9D3 U+1F3FF,🧓🏿,older person; dark skin tone
U+1F9D4,🧔,man; beard
U+1F9D4 U+1F3FB,🧔🏻,"man; light skin tone, beard"
U+1F9D4 U+1F3FC,🧔🏼,"man; medium-light skin tone, beard"
U+1F9D4 U+1F3FD,🧔🏽,"man; medium skin tone, beard"
U+1F9D4 U+1F3FE,🧔🏾,"man; medium-dark skin tone, beard"
U+1F9D4 U+1F3FF,🧔🏿,"man; dark skin tone, beard"
U+1F9D5,🧕,woman with headscarf
U+1F9D5 U+1F3FB,🧕🏻,woman with headscarf; light skin tone
U+1F9D5 U+1F3FC,🧕🏼,woman with headscarf; medium-light skin tone
U+1F9D5 U+1F3FD,🧕🏽,woman with headscarf; medium skin tone
U+1F9D5 U+1F3FE,🧕🏾,woman with headscarf; medium-dark skin tone
U+1F9D5 U+1F3FF,🧕🏿,woman with headscarf; dark skin tone
U+1F9D6,🧖,person in steamy room
U+1F9D6 U+1F3FB,🧖🏻,person in steamy room; light skin tone
U+1F9D6 U+1F3FB U+200D U+2640 U+FE0F,🧖🏻‍♀️,woman in steamy room; light skin tone
U+1F9D6 U+1F3FB U+200D U+2642 U+FE0F,🧖🏻‍♂️,man in steamy room; light skin tone
U+1F9D6 U+1F3FC,🧖🏼,person in steamy room; medium-light skin tone
U+1F9D6 U+1F3FC U+200D U+2640 U+FE0F,🧖🏼‍♀️,woman in steamy room; medium-light skin tone
U+1F9D6 U+1F3FC U+200D U+2642 U+FE0F,🧖🏼‍♂️,man in steamy room; medium-light skin tone
U+1F9D6 U+1F3FD,🧖🏽,person in steamy room; medium skin tone
U+1F9D6 U+1F3FD U+200D U+2640 U+FE0F,🧖🏽‍♀️,woman in steamy room; medium skin tone
U+1F9D6 U+1F3FD U+200D U+2642 U+FE0F,🧖🏽‍♂️,man in steamy room; medium skin tone
U+1F9D6 U+1F3FE,🧖🏾,person in steamy room; medium-dark skin tone
U+1F9D6 U+1F3FE U+200D U+2640 U+FE0F,🧖🏾‍♀️,woman in steamy room; medium-dark skin tone
U+1F9D6 U+1F3FE U+200D U+2642 U+FE0F,🧖🏾‍♂️,man in steamy room; medium-dark skin tone
U+1F9D6 U+1F3FF,🧖🏿,person in steamy room; dark skin tone
U+1F9D6 U+1F3FF U+200D U+2640 U+FE0F,🧖🏿‍♀️,woman in steamy room; dark skin tone
U+1F9D6 U+1F3FF U+200D U+2642 U+FE0F,🧖🏿‍♂️,man in steamy room; dark skin tone
U+1F9D6 U+200D U+2640 U+FE0F,🧖‍♀️,woman in steamy room
U+1F9D6 U+200D U+2642 U+FE0F,🧖‍♂️,man in steamy room
U+1F9D7,🧗,person climbing
U+1F9D7 U+1F3FB,🧗🏻,person climbing; light skin tone
U+1F9D7 U+1F3FB U+200D U+2640 U+FE0F,🧗🏻‍♀️,woman climbing; light skin tone
U+1F9D7 U+1F3FB U+200D U+2642 U+FE0F,🧗🏻‍♂️,man climbing; light skin tone
U+1F9D7 U+1F3FC,🧗🏼,person climbing; medium-light skin tone
U+1F9D7 U+1F3FC U+200D U+2640 U+FE0F,🧗🏼‍♀️,woman climbing; medium-light skin tone
U+1F9D7 U+1F3FC U+200D U+2642 U+FE0F,🧗🏼‍♂️,man climbing; medium-light skin tone
U+1F9D7 U+1F3FD,🧗🏽,person climbing; medium skin tone
U+1F9D7 U+1F3FD U+200D U+2640 U+FE0F,🧗🏽‍♀️,woman climbing; medium skin tone
U+1F9D7 U+1F3FD U+200D U+2642 U+FE0F,🧗🏽‍♂️,man climbing; medium skin tone
U+1F9D7 U+1F3FE,🧗🏾,person climbing; medium-dark skin tone
U+1F9D7 U+1F3FE U+200D U+2640 U+FE0F,🧗🏾‍♀️,woman climbing; medium-dark skin tone
U+1F9D7 U+1F3FE U+200D U+2642 U+FE0F,🧗🏾‍♂️,man climbing; medium-dark skin tone
U+1F9D7 U+1F3FF,🧗🏿,person climbing; dark skin tone
U+1F9D7 U+1F3FF U+200D U+2640 U+FE0F,🧗🏿‍♀️,woman climbing; dark skin tone
U+1F9D7 U+1F3FF U+200D U+2642 U+FE0F,🧗🏿‍♂️,man climbing; dark skin tone
U+1F9D7 U+200D U+2640 U+FE0F,🧗‍♀️,woman climbing
U+1F9D7 U+200D U+2642 U+FE0F,🧗‍♂️,man climbing
U+1F9D8,🧘,person in lotus position
U+1F9D8 U+1F3FB,🧘🏻,person in lotus position; light skin tone
U+1F9D8 U+1F3FB U+200D U+2640 U+FE0F,🧘🏻‍♀️,woman in lotus position; light skin tone
U+1F9D8 U+1F3FB U+200D U+2642 U+FE0F,🧘🏻‍♂️,man in lotus position; light skin tone
U+1F9D8 U+1F3FC,🧘🏼,person in lotus position; medium-light skin tone
U+1F9D8 U+1F3FC U+200D U+2640 U+FE0F,🧘🏼‍♀️,woman in lotus position; medium-light skin tone
U+1F9D8 U+1F3FC U+200D U+2642 U+FE0F,🧘🏼‍♂️,man in lotus position; medium-light skin tone
U+1F9D8 U+1F3FD,🧘🏽,person in lotus position; medium skin tone
U+1F9D8 U+1F3FD U+200D U+2640 U+FE0F,🧘🏽‍♀️,woman in lotus position; medium skin tone
U+1F9D8 U+1F3FD U+200D U+2642 U+FE0F,🧘🏽‍♂️,man in lotus position; medium skin tone
U+1F9D8 U+1F3FE,🧘🏾,person in lotus position; medium-dark skin tone
U+1F9D8 U+1F3FE U+200D U+2640 U+FE0F,🧘🏾‍♀️,woman in lotus position; medium-dark skin tone
U+1F9D8 U+1F3FE U+200D U+2642 U+FE0F,🧘🏾‍♂️,man in lotus position; medium-dark skin tone
U+1F9D8 U+1F3FF,🧘🏿,person in lotus position; dark skin tone
U+1F9D8 U+1F3FF U+200D U+2640 U+FE0F,🧘🏿‍♀️,woman in lotus position; dark skin tone
U+1F9D8 U+1F3FF U+200D U+2642 U+FE0F,🧘🏿‍♂️,man in lotus position; dark skin tone
U+1F9D8 U+200D U+2640 U+FE0F,🧘‍♀️,woman in lotus position
U+1F9D8 U+200D U+2642 U+FE0F,🧘‍♂️,man in lotus position
U+1F9D9,🧙,mage
U+1F9D9 U+1F3FB,🧙🏻,mage; light skin tone
U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F,🧙🏻‍♀️,woman mage; light skin tone
U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F,🧙🏻‍♂️,man mage; light skin tone
U+1F9D9 U+1F3FC,🧙🏼,mage; medium-light skin tone
U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F,🧙🏼‍♀️,woman mage; medium-light skin tone
U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F,🧙🏼‍♂️,man mage; medium-light skin tone
U+1F9D9 U+1F3FD,🧙🏽,mage; medium skin tone
U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F,🧙🏽‍♀️,woman mage; medium skin tone
U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F,🧙🏽‍♂️,man mage; medium skin tone
U+1F9D9 U+1F3FE,🧙🏾,mage; medium-dark skin tone
U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F,🧙🏾‍♀️,woman mage; medium-dark skin tone
U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F,🧙🏾‍♂️,man mage; medium-dark skin tone
U+1F9D9 U+1F3FF,🧙🏿,mage; dark skin tone
U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F,🧙🏿‍♀️,woman mage; dark skin tone
U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F,🧙🏿‍♂️,man mage; dark skin tone
U+1F9D9 U+200D U+2640 U+FE0F,🧙‍♀️,woman mage
U+1F9D9 U+200D U+2642 U+FE0F,🧙‍♂️,man mage
U+1F9DA,🧚,fairy
U+1F9DA U+1F3FB,🧚🏻,fairy; light skin tone
U+1F9DA U+1F3FB U+200D U+2640 U+FE0F,🧚🏻‍♀️,woman fairy; light skin tone
U+1F9DA U+1F3FB U+200D U+2642 U+FE0F,🧚🏻‍♂️,man fairy; light skin tone
U+1F9DA U+1F3FC,🧚🏼,fairy; medium-light skin tone
U+1F9DA U+1F3FC U+200D U+2640 U+FE0F,🧚🏼‍♀️,woman fairy; medium-light skin tone
U+1F9DA U+1F3FC U+200D U+2642 U+FE0F,🧚🏼‍♂️,man fairy; medium-light skin tone
U+1F9DA U+1F3FD,🧚🏽,fairy; medium skin tone
U+1F9DA U+1F3FD U+200D U+2640 U+FE0F,🧚🏽‍♀️,woman fairy; medium skin tone
U+1F9DA U+1F3FD U+200D U+2642 U+FE0F,🧚🏽‍♂️,man fairy; medium skin tone
U+1F9DA U+1F3FE,🧚🏾,fairy; medium-dark skin tone
U+1F9DA U+1F3FE U+200D U+2640 U+FE0F,🧚🏾‍♀️,woman fairy; medium-dark skin tone
U+1F9DA U+1F3FE U+200D U+2642 U+FE0F,🧚🏾‍♂️,man fairy; medium-dark skin tone
U+1F9DA U+1F3FF,🧚🏿,fairy; dark skin tone
U+1F9DA U+1F3FF U+200D U+2640 U+FE0F,🧚🏿‍♀️,woman fairy; dark skin tone
U+1F9DA U+1F3FF U+200D U+2642 U+FE0F,🧚🏿‍♂️,man fairy; dark skin tone
U+1F9DA U+200D U+2640 U+FE0F,🧚‍♀️,woman fairy
U+1F9DA U+200D U+2642 U+FE0F,🧚‍♂️,man fairy
U+1F9DB,🧛,vampire
U+1F9DB U+1F3FB,🧛🏻,vampire; light skin tone
U+1F9DB U+1F3FB U+200D U+2640 U+FE0F,🧛🏻‍♀️,woman vampire; light skin tone
U+1F9DB U+1F3FB U+200D U+2642 U+FE0F,🧛🏻‍♂️,man vampire; light skin tone
U+1F9DB U+1F3FC,🧛🏼,vampire; medium-light skin tone
U+1F9DB U+1F3FC U+200D U+2640 U+FE0F,🧛🏼‍♀️,woman vampire; medium-light skin tone
U+1F9DB U+1F3FC U+200D U+2642 U+FE0F,🧛🏼‍♂️,man vampire; medium-light skin tone
U+1F9DB U+1F3FD,🧛🏽,vampire; medium skin tone
U+1F9DB U+1F3FD U+200D U+2640 U+FE0F,🧛🏽‍♀️,woman vampire; medium skin tone
U+1F9DB U+1F3FD U+200D U+2642 U+FE0F,🧛🏽‍♂️,man vampire; medium skin tone
U+1F9DB U+1F3FE,🧛🏾,vampire; medium-dark skin tone
U+1F9DB U+1F3FE U+200D U+2640 U+FE0F,🧛🏾‍♀️,woman vampire; medium-dark skin tone
U+1F9DB U+1F3FE U+200D U+2642 U+FE0F,🧛🏾‍♂️,man vampire; medium-dark skin tone
U+1F9DB U+1F3FF,🧛🏿,vampire; dark skin tone
U+1F9DB U+1F3FF U+200D U+2640 U+FE0F,🧛🏿‍♀️,woman vampire; dark skin tone
U+1F9DB U+1F3FF U+200D U+2642 U+FE0F,🧛🏿‍♂️,man vampire; dark skin tone
U+1F9DB U+200D U+2640 U+FE0F,🧛‍♀️,woman vampire
U+1F9DB U+200D U+2642 U+FE0F,🧛‍♂️,man vampire
U+1F9DC,🧜,merperson
U+1F9DC U+1F3FB,🧜🏻,merperson; light skin tone
U+1F9DC U+1F3FB U+200D U+2640 U+FE0F,🧜🏻‍♀️,mermaid; light skin tone
U+1F9DC U+1F3FB U+200D U+2642 U+FE0F,🧜🏻‍♂️,merman; light skin tone
U+1F9DC U+1F3FC,🧜🏼,merperson; medium-light skin tone
U+1F9DC U+1F3FC U+200D U+2640 U+FE0F,🧜🏼‍♀️,mermaid; medium-light skin tone
U+1F9DC U+1F3FC U+200D U+2642 U+FE0F,🧜🏼‍♂️,merman; medium-light skin tone
U+1F9DC U+1F3FD,🧜🏽,merperson; medium skin tone
U+1F9DC U+1F3FD U+200D U+2640 U+FE0F,🧜🏽‍♀️,mermaid; medium skin tone
U+1F9DC U+1F3FD U+200D U+2642 U+FE0F,🧜🏽‍♂️,merman; medium skin tone
U+1F9DC U+1F3FE,🧜🏾,merperson; medium-dark skin tone
U+1F9DC U+1F3FE U+200D U+2640 U+FE0F,🧜🏾‍♀️,mermaid; medium-dark skin tone
U+1F9DC U+1F3FE U+200D U+2642 U+FE0F,🧜🏾‍♂️,merman; medium-dark skin tone
U+1F9DC U+1F3FF,🧜🏿,merperson; dark skin tone
U+1F9DC U+1F3FF U+200D U+2640 U+FE0F,🧜🏿‍♀️,mermaid; dark skin tone
U+1F9DC U+1F3FF U+200D U+2642 U+FE0F,🧜🏿‍♂️,merman; dark skin tone
U+1F9DC U+200D U+2640 U+FE0F,🧜‍♀️,mermaid
U+1F9DC U+200D U+2642 U+FE0F,🧜‍♂️,merman
U+1F9DD,🧝,elf
U+1F9DD U+1F3FB,🧝🏻,elf; light skin tone
U+1F9DD U+1F3FB U+200D U+2640 U+FE0F,🧝🏻‍♀️,woman elf; light skin tone
U+1F9DD U+1F3FB U+200D U+2642 U+FE0F,🧝🏻‍♂️,man elf; light skin tone
U+1F9DD U+1F3FC,🧝🏼,elf; medium-light skin tone
U+1F9DD U+1F3FC U+200D U+2640 U+FE0F,🧝🏼‍♀️,woman elf; medium-light skin tone
U+1F9DD U+1F3FC U+200D U+2642 U+FE0F,🧝🏼‍♂️,man elf; medium-light skin tone
U+1F9DD U+1F3FD,🧝🏽,elf; medium skin tone
U+1F9DD U+1F3FD U+200D U+2640 U+FE0F,🧝🏽‍♀️,woman elf; medium skin tone
U+1F9DD U+1F3FD U+200D U+2642 U+FE0F,🧝🏽‍♂️,man elf; medium skin tone
U+1F9DD U+1F3FE,🧝🏾,elf; medium-dark skin tone
U+1F9DD U+1F3FE U+200D U+2640 U+FE0F,🧝🏾‍♀️,woman elf; medium-dark skin tone
U+1F9DD U+1F3FE U+200D U+2642 U+FE0F,🧝🏾‍♂️,man elf; medium-dark skin tone
U+1F9DD U+1F3FF,🧝🏿,elf; dark skin tone
U+1F9DD U+1F3FF U+200D U+2640 U+FE0F,🧝🏿‍♀️,woman elf; dark skin tone
U+1F9DD U+1F3FF U+200D U+2642 U+FE0F,🧝🏿‍♂️,man elf; dark skin tone
U+1F9DD U+200D U+2640 U+FE0F,🧝‍♀️,woman elf
U+1F9DD U+200D U+2642 U+FE0F,🧝‍♂️,man elf
U+1F9DE,🧞,genie
U+1F9DE U+200D U+2640 U+FE0F,🧞‍♀️,woman genie
U+1F9DE U+200D U+2642 U+FE0F,🧞‍♂️,man genie
U+1F9DF,🧟,zombie
U+1F9DF U+200D U+2640 U+FE0F,🧟‍♀️,woman zombie
U+1F9DF U+200D U+2642 U+FE0F,🧟‍♂️,man zombie
U+1F9E0,🧠,brain
U+1F9E1,🧡,orange heart
U+1F9E2,🧢,billed cap
U+1F9E3,🧣,scarf
U+1F9E4,🧤,gloves
U+1F9E5,🧥,coat
U+1F9E6,🧦,socks
U+1F9E7,🧧,red envelope
U+1F9E8,🧨,firecracker
U+1F9E9,🧩,jigsaw
U+1F9EA,🧪,test tube
U+1F9EB,🧫,petri dish
U+1F9EC,🧬,dna
U+1F9ED,🧭,compass
U+1F9EE,🧮,abacus
U+1F9EF,🧯,fire extinguisher
U+1F9F0,🧰,toolbox
U+1F9F1,🧱,brick
U+1F9F2,🧲,magnet
U+1F9F3,🧳,luggage
U+1F9F4,🧴,lotion bottle
U+1F9F5,🧵,thread
U+1F9F6,🧶,yarn
U+1F9F7,🧷,safety pin
U+1F9F8,🧸,teddy bear
U+1F9F9,🧹,broom
U+1F9FA,🧺,basket
U+1F9FB,🧻,roll of paper
U+1F9FC,🧼,soap
U+1F9FD,🧽,sponge
U+1F9FE,🧾,receipt
U+1F9FF,🧿,nazar amulet
U+203C,‼,double exclamation mark
U+2049,⁉,exclamation question mark
U+2122,™,trade mark
U+2139,ℹ,information
U+2194,↔,left-right arrow
U+2195,↕,up-down arrow
U+2196,↖,up-left arrow
U+2197,↗,up-right arrow
U+2198,↘,down-right arrow
U+2199,↙,down-left arrow
U+21A9,↩,right arrow curving left
U+21AA,↪,left arrow curving right
U+231A,⌚,watch
U+231B,⌛,hourglass done
U+2328,⌨,keyboard
U+23CF,⏏,eject button
U+23E9,⏩,fast-forward button
U+23EA,⏪,fast reverse button
U+23EB,⏫,fast up button
U+23EC,⏬,fast down button
U+23ED,⏭,next track button
U+23EE,⏮,last track button
U+23EF,⏯,play or pause button
U+23F0,⏰,alarm clock
U+23F1,⏱,stopwatch
U+23F2,⏲,timer clock
U+23F3,⏳,hourglass not done
U+23F8,⏸,pause button
U+23F9,⏹,stop button
U+23FA,⏺,record button
U+24C2,Ⓜ,circled M
U+25AA,▪,black small square
U+25AB,▫,white small square
U+25B6,▶,play button
U+25C0,◀,reverse button
U+25FB,◻,white medium square
U+25FC,◼,black medium square
U+25FD,◽,white medium-small square
U+25FE,◾,black medium-small square
U+2600,☀,sun
U+2601,☁,cloud
U+2602,☂,umbrella
U+2603,☃,snowman
U+2604,☄,comet
U+260E,☎,telephone
U+2611,☑,ballot box with check
U+2614,☔,umbrella with rain drops
U+2615,☕,hot beverage
U+2618,☘,shamrock
U+261D,☝️,index pointing up
U+261D U+1F3FB,☝🏻,index pointing up; light skin tone
U+261D U+1F3FC,☝🏼,index pointing up; medium-light skin tone
U+261D U+1F3FD,☝🏽,index pointing up; medium skin tone
U+261D U+1F3FE,☝🏾,index pointing up; medium-dark skin tone
U+261D U+1F3FF,☝🏿,index pointing up; dark skin tone
U+2620,☠,skull and crossbones
U+2622,☢,radioactive
U+2623,☣,biohazard
U+2626,☦,orthodox cross
U+262A,☪,star and crescent
U+262E,☮,peace symbol
U+262F,☯,yin yang
U+2638,☸,wheel of dharma
U+2639,☹️,frowning face
U+263A,😊,smiling face
U+2640,♀,female sign
U+2642,♂,male sign
U+2648,♈,Aries
U+2649,♉,Taurus
U+264A,♊,Gemini
U+264B,♋,Cancer
U+264C,♌,Leo
U+264D,♍,Virgo
U+264E,♎,Libra
U+264F,♏,Scorpio
U+2650,♐,Sagittarius
U+2651,♑,Capricorn
U+2652,♒,Aquarius
U+2653,♓,Pisces
U+265F,♟,chess pawn
U+2660,♠️,spade suit
U+2663,♣️,club suit
U+2665,♥️,heart suit
U+2666,♦️,diamond suit
U+2668,♨,hot springs
U+267B,♻,recycling symbol
U+267E,♾,infinity
U+267F,♿,wheelchair symbol
U+2692,⚒,hammer and pick
U+2693,⚓,anchor
U+2694,⚔,crossed swords
U+2695,⚕,medical symbol
U+2696,⚖,balance scale
U+2697,⚗,alembic
U+2699,⚙,gear
U+269B,⚛,atom symbol
U+269C,⚜,fleur-de-lis
U+26A0,⚠,warning
U+26A1,⚡,high voltage
U+26AA,⚪,white circle
U+26AB,⚫,black circle
U+26B0,⚰,coffin
U+26B1,⚱,funeral urn
U+26BD,⚽,soccer ball
U+26BE,⚾,baseball
U+26C4,⛄,snowman without snow
U+26C5,⛅,sun behind cloud
U+26C8,⛈,cloud with lightning and rain
U+26CE,⛎,Ophiuchus
U+26CF,⛏,pick
U+26D1,⛑,rescue worker's helmet
U+26D3,⛓,chains
U+26D4,⛔,no entry
U+26E9,⛩,shinto shrine
U+26EA,⛪,church
U+26F0,⛰,mountain
U+26F1,⛱,umbrella on ground
U+26F2,⛲,fountain
U+26F3,⛳,flag in hole
U+26F4,⛴,ferry
U+26F5,⛵,sailboat
U+26F7,⛷,skier
U+26F8,⛸,ice skate
U+26F9,⛹,person bouncing ball
U+26F9 U+1F3FB,⛹🏻,person bouncing ball; light skin tone
U+26F9 U+1F3FB U+200D U+2640 U+FE0F,⛹🏻‍♀️,woman bouncing ball; light skin tone
U+26F9 U+1F3FB U+200D U+2642 U+FE0F,⛹🏻‍♂️,man bouncing ball; light skin tone
U+26F9 U+1F3FC,⛹🏼,person bouncing ball; medium-light skin tone
U+26F9 U+1F3FC U+200D U+2640 U+FE0F,⛹🏼‍♀️,woman bouncing ball; medium-light skin tone
